Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
Asus,Gaming,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i7,1000,128,Nvidia,71928.0
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,0,Intel Core i7,1000,0,Nvidia,45074.88
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i5,0,256,Nvidia,41505.12
Asus,Ultrabook,13.3,3200x1800,8,Windows,1.2,0,1,Intel Core i5,0,256,Intel,60153.12
Lenovo,Notebook,17.3,1600x900,8,Others/No OS/Linux,2.8,0,0,Intel Core i5,1000,0,Nvidia,31381.92
Vero,Notebook,14.0,1920x1080,4,Windows,1.22,0,0,Other Intel Processor,0,0,Intel,10810.512
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.3,0,1,Intel Core i5,1000,0,Nvidia,52054.56
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,1000,128,Nvidia,48618.0
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,0,256,Intel,60952.32
HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i7,0,256,Nvidia,63936.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,1000,0,Nvidia,69210.72
HP,Notebook,15.6,1366x768,4,Windows,2.04,0,0,Intel Core i3,0,256,Intel,41025.0672
Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.47,1,0,Other Intel Processor,500,0,Intel,25521.12
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,0,Intel Core i7,0,256,Intel,99047.52
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i7,0,256,Intel,46886.4
Asus,Notebook,13.3,3200x1800,8,Windows,1.4,0,0,Intel Core i5,0,256,Intel,61272.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,128,Intel,26267.04
Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i5,0,256,Nvidia,42890.4
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD Processor,1000,0,AMD,26053.92
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,81465.12
Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD Processor,1000,0,AMD,22857.12
HP,Gaming,17.3,1920x1080,8,Windows,3.35,0,1,Intel Core i5,1000,128,Nvidia,60153.12
Dell,Ultrabook,13.3,3840x2160,8,Windows,1.21,1,1,Intel Core i5,0,128,Intel,85194.72
Toshiba,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,84715.2
HP,Ultrabook,12.5,1366x768,4,Windows,1.26,0,0,Intel Core i5,0,256,Intel,83063.52
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,0,Intel Core i7,0,512,Nvidia,63882.72
Lenovo,Gaming,15.6,1920x1080,16,Others/No OS/Linux,2.4,0,0,Intel Core i7,0,512,Nvidia,74485.44
Apple,Ultrabook,13.3,1440x900,8,Mac,1.35,0,0,Intel Core i5,0,0,Intel,53173.44
Asus,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.3,1,0,Intel Core i7,2000,0,Nvidia,44701.92
HP,Ultrabook,13.3,1920x1080,8,Windows,1.34,0,1,Intel Core i7,0,512,Intel,70489.44
Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i7,500,0,Nvidia,38378.6496
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,36709.92
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,1000,0,Nvidia,47952.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i5,1000,128,Nvidia,44701.92
Lenovo,Notebook,15.6,3840x2160,16,Windows,2.5,0,0,Intel Core i7,0,512,Nvidia,126273.6
Asus,Notebook,17.3,1920x1080,8,Windows,2.1,0,0,Intel Core i7,1000,128,Nvidia,61005.6
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,256,AMD,26581.392
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i5,1000,128,AMD,44968.32
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,0,256,Intel,64948.32
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i5,500,0,AMD,72940.31999999999
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,1000,0,Intel,19367.8128
Asus,Gaming,17.3,1920x1080,16,Windows,2.73,0,0,Intel Core i7,1000,512,Nvidia,95850.72
Asus,Netbook,11.6,1366x768,2,Windows,0.98,0,0,Other Intel Processor,0,0,Intel,10224.432
Acer,Ultrabook,14.0,1920x1080,8,Windows,1.8,0,1,Intel Core i5,0,256,Intel,48964.32
Dell,Notebook,15.6,3840x2160,8,Windows,2.04,1,1,Intel Core i5,0,256,Nvidia,119916.2304
Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.1,0,1,Intel Core i7,0,512,Intel,111834.72
HP,Ultrabook,13.3,3200x1800,16,Windows,1.16,1,1,Other Intel Processor,0,512,Intel,104695.2
Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i7,500,0,Nvidia,38378.6496
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,500,0,AMD,32639.8608
HP,2 in 1 Convertible,11.6,1366x768,4,Windows,1.45,1,0,Other Intel Processor,0,256,Intel,41292.0
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1000,128,AMD,57808.8
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,1,Intel Core i5,1000,128,Nvidia,52161.12
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i7,500,0,AMD,36709.92
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,1,1,Intel Core i5,0,128,Intel,47898.72
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Windows,0.69,1,1,Other Intel Processor,0,0,Intel,34433.2656
Asus,Notebook,15.6,3840x2160,12,Windows,2.06,0,1,Intel Core i7,1000,128,Intel,69210.72
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel Processor,1000,0,Intel,23922.72
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i3,0,256,Intel,28717.92
Asus,Notebook,15.6,1366x768,4,Windows,1.68,0,0,AMD Processor,1000,0,AMD,24988.32
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,1000,128,Nvidia,53226.72
HP,Notebook,17.3,1600x900,8,Windows,2.5,0,0,Intel Core i3,0,256,Intel,34093.872
HP,Notebook,15.6,1920x1080,6,Windows,2.18,0,1,Intel Core i7,1000,0,Nvidia,42570.72
Dell,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.8,0,0,Intel Core i7,1000,128,AMD,58554.72
Dell,Gaming,17.3,3840x2160,16,Windows,4.36,0,1,Intel Core i7,1000,512,Nvidia,168045.12
Acer,Notebook,17.3,1600x900,4,Windows,3.3,0,0,Intel Core i3,1000,0,Nvidia,31861.44
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.13,0,1,Intel Core i7,0,512,Intel,121584.96
HP,Netbook,12.5,1366x768,8,Windows,1.26,0,0,Intel Core i5,0,256,Intel,74005.92
Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,0,512,Intel,111834.72
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Other Intel Processor,1000,0,Intel,15877.44
Dell,Notebook,15.6,1366x768,8,Windows,2.36,0,0,Intel Core i5,1000,0,AMD,34045.3872
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,1000,0,AMD,25521.12
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.09,0,0,Intel Core i5,500,0,Intel,27899.0064
HP,Notebook,15.6,1920x1080,8,Windows,1.96,0,0,Intel Core i5,0,256,Intel,31914.1872
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1000,256,Nvidia,63882.72
Lenovo,Notebook,13.3,1920x1080,16,Windows,1.4,0,1,Intel Core i7,0,512,Intel,79866.72
Acer,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,500,0,Nvidia,24988.32
MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,2000,256,Nvidia,119427.12
HP,Notebook,14.0,1920x1080,4,Windows,1.54,0,0,Intel Core i5,500,0,Intel,53280.0
Acer,Notebook,15.6,1920x1080,8,Windows,2.4,0,0,Intel Core i5,1000,256,Nvidia,42570.72
HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,Intel Core i7,2000,0,Intel,33513.119999999995
Dell,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.3,0,0,Intel Core i7,1000,0,AMD,42943.1472
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,1000,0,Intel,45323.1648
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Windows,0.69,1,1,Other Intel Processor,0,0,Intel,25521.12
